-0.120515,-0.992461,0.0223165,-2.55588,-0.990308,0.118629,-0.0722298,6.50881,0.0690379,-0.030805,-0.997138,109.65,0,0,0,1,19.0244,7.46554
0.4954,-0.398512,-0.771859,76.4981,-0.260648,-0.915809,0.305543,-28.8735,-0.828638,0.0498171,-0.557563,75.0082,0,0,0,1,21.4075,10.4346
0.178452,0.950171,-0.255596,25.3523,0.509346,-0.311458,-0.802222,80.9454,-0.841856,0.0129714,-0.539547,74.9856,0,0,0,1,18.9245,10.0908
-0.365493,0.760064,0.537325,-55.3047,0.44315,0.64973,-0.617631,63.9783,-0.818555,0.0123755,-0.574294,76.7635,0,0,0,1,19.6212,10.3307
-0.47291,-0.477756,-0.740341,73.0213,-0.273359,0.87833,-0.392188,40.7312,0.837634,0.0169091,-0.54597,74.1182,0,0,0,1,19.609,10.0068
-0.524699,0.150698,0.837843,-83.3441,0.088588,0.988529,-0.122323,14.2236,-0.846666,0.0100402,-0.532031,74.6408,0,0,0,1,18.7083,9.9928
0.443037,-0.129949,0.887035,-86.3748,-0.0848202,-0.991076,-0.102827,12.5899,0.892482,-0.0296824,-0.450106,68.2816,0,0,0,1,19.3678,10.0984
0.00525638,0.927465,0.373873,-38.2128,-0.024237,0.373887,-0.927158,93.7837,-0.999692,-0.00418807,0.0244442,5.97092,0,0,0,1,19.6823,11.7787
0.004645,0.0251297,0.999673,-99.2753,0.0364909,0.999014,-0.0252827,5.82516,-0.999323,0.0365964,0.00372342,-5.91682,0,0,0,1,18.7687,11.4244
-0.309169,0.863158,0.399216,-40.6467,0.497402,0.504554,-0.705703,72.3274,-0.810559,-0.0196109,-0.585329,82.1872,0,0,0,1,19.1738,10.5243
0.574905,-0.0389797,-0.817291,82.9436,-0.00359465,-0.998975,0.0451164,-2.43067,-0.818212,-0.0229998,-0.574456,79.2014,0,0,0,1,19.282,10.4716
0.0628725,-0.994767,0.0805356,-7.97471,-0.364886,-0.0980204,-0.925878,91.9107,0.928927,0.028826,-0.369139,64.8675,0,0,0,1,19.3237,10.2648
0.623157,-0.169682,0.763468,-78.7694,-0.127967,-0.985147,-0.114501,13.6492,0.771557,-0.0263465,-0.635615,82.4781,0,0,0,1,19.1995,10.2109
-0.00734599,0.357219,-0.933992,92.4228,-0.0303413,-0.933667,-0.356856,36.6091,-0.999513,0.025717,0.0176972,16.2496,0,0,0,1,20.0804,11.9295
0.0654861,0.233867,0.970061,-96.8037,0.0292434,0.97128,-0.236135,25.9388,-0.997425,0.0438314,0.0567663,0.218888,0,0,0,1,19.1458,11.8253
-0.551359,-0.523016,0.649967,-66.9337,-0.3419,0.852314,0.39581,-38.7367,-0.760991,-0.00399077,-0.64875,82.9079,0,0,0,1,19.1343,10.0863
-0.00142471,0.714422,-0.699714,69.4693,-0.00611628,-0.699708,-0.714403,72.3307,-0.99998,0.00326182,0.00536649,17.965,0,0,0,1,20.3021,12.1385
0.0589777,0.998156,0.0143432,-1.73814,0.997019,-0.0581822,-0.050684,5.73159,-0.049756,0.0172896,-0.998612,109.108,0,0,0,1,18.882,7.48589
0.344869,0.609854,-0.713543,68.9075,0.280944,-0.792395,-0.541462,53.9566,-0.895621,-0.0137325,-0.444607,68.2457,0,0,0,1,19.586,10.0934
0.568711,-0.403392,-0.716828,72.3616,-0.266163,-0.914848,0.303661,-28.7376,-0.778283,0.0180981,-0.627652,79.821,0,0,0,1,19.2087,9.49298
-0.005975,0.104744,-0.994481,97.7972,0.00697989,-0.99447,-0.104784,12.9833,-0.999958,-0.00756745,0.00521086,-13.9008,0,0,0,1,18.5976,11.399
0.457753,0.626215,-0.631123,62.2917,0.324467,-0.778565,-0.537175,54.867,-0.827758,0.0411147,-0.559577,74.7594,0,0,0,1,19.4725,10.2885
0.190223,0.962705,-0.192393,19.7103,0.578579,-0.268255,-0.770251,80.386,-0.793134,0.0352053,-0.608029,79.8855,0,0,0,1,19.5096,9.9763
-0.535389,0.426798,-0.728836,74.9381,0.265831,0.904226,0.334229,-32.2469,0.801681,-0.0148049,-0.597569,80.1972,0,0,0,1,19.3607,9.99131
-0.122166,-0.963385,0.238673,-22.789,-0.541774,0.266216,0.797251,-77.1089,-0.831599,-0.0319101,-0.554459,75.0515,0,0,0,1,20.4065,9.90848
-0.0991076,0.983785,0.149484,-15.4589,0.435482,0.177955,-0.882432,89.5612,-0.894725,-0.022358,-0.446058,71.9224,0,0,0,1,19.0577,10.2355
0.0572133,-0.983612,0.17098,-17.3316,-0.555095,-0.173689,-0.813451,82.3822,0.829817,-0.0483698,-0.555935,74.5962,0,0,0,1,20.03,10.2404
-0.0381002,-0.243528,-0.969145,96.641,0.0314176,-0.969662,0.242423,-22.1746,-0.99878,-0.0212119,0.0445954,15.8049,0,0,0,1,18.6892,11.575
0.0271414,0.988975,0.145573,-15.5629,0.0923326,0.142524,-0.985475,101.049,-0.995358,0.0401883,-0.0874464,-10.4497,0,0,0,1,19.2428,12.3995
-0.101106,-0.992671,-0.0661919,6.42373,-0.546005,0.110983,-0.830399,85.1082,0.831659,-0.0478169,-0.553224,76.4413,0,0,0,1,19.6214,10.2972
0.13408,-0.969927,-0.203135,19.9358,-0.593745,-0.242747,0.767164,-76.2364,-0.793404,0.0177489,-0.608437,80.1675,0,0,0,1,19.507,9.89274
