-0.236973,0.049064,0.970277,-101.725,0.0520281,0.997932,-0.0377555,5.76604,-0.970122,0.0415347,-0.239035,59.3161,0,0,0,1,8.67249,8.5584
-0.168083,-0.0238691,0.985484,-109.574,-0.0204497,0.999576,0.0207226,0.40677,-0.985561,-0.0166698,-0.1685,22.2714,0,0,0,1,11.5449,9.21124
-0.35639,-0.0281568,0.933913,-97.1443,-0.0200824,0.999546,0.022472,0.69615,-0.934121,-0.0107464,-0.356794,74.3877,0,0,0,1,8.95986,8.72829
-0.559133,-0.0900025,0.824178,-78.2474,-0.0830847,0.995169,0.0523094,-2.83126,-0.824904,-0.0392287,-0.56391,142.063,0,0,0,1,10.5381,10.1985
0.356325,-0.0581268,0.932552,-95.7416,-0.0579942,-0.997515,-0.0400166,5.32301,0.932561,-0.0398237,-0.35881,76.4817,0,0,0,1,9.41677,8.91709
0.545619,-0.191893,0.815768,-77.9594,-0.16492,-0.978982,-0.11998,14.1098,0.821646,-0.0690725,-0.565798,142.647,0,0,0,1,11.0605,10.4961
-0.381331,0.0820488,0.92079,-96.4056,0.0515297,0.996391,-0.0674451,8.7252,-0.923001,0.0217291,-0.384183,78.9381,0,0,0,1,8.31986,8.78625
-0.00806375,-0.00175182,-0.999966,111.737,-0.00860992,-0.999961,0.00182124,2.52798,-0.99993,0.00862432,0.00804835,-25.3783,0,0,0,1,14.472,10.2283
0.0681496,0.00269271,-0.997671,110.929,-0.0464127,-0.998905,-0.00586643,2.92142,-0.996595,0.0467044,-0.06795,50.8001,0,0,0,1,7.9558,10.1721
0.301773,-0.00544141,0.953364,-97.6783,-0.0826082,-0.996372,0.0204615,-0.7116,0.949794,-0.0849304,-0.301127,73.4069,0,0,0,1,8.77044,9.04801
-0.984101,-0.061851,-0.166491,21.058,-0.0538862,0.997195,-0.0519431,8.56391,0.169237,-0.0421457,-0.984674,201.863,0,0,0,1,9.01367,12.9587
0.0313172,0.878008,-0.477621,56.6835,0.0247276,-0.478389,-0.8778,88.3179,-0.999204,0.0156798,-0.0366928,87.0134,0,0,0,1,23.8251,16.6612
0.995242,0.0972739,-0.00560014,2.89729,0.0971285,-0.995027,-0.0220935,3.98807,-0.00772141,0.0214445,-0.99974,205.089,0,0,0,1,9.79429,13.4265
-0.107579,-0.00555961,0.994181,-113.519,-0.0030509,0.999982,0.00526192,2.05234,-0.994192,-0.00246708,-0.107594,-9.19193,0,0,0,1,13.7125,9.48376
-0.496148,0.202765,0.84423,-78.9792,0.158472,0.977163,-0.14156,16.2832,-0.853653,0.0635522,-0.51695,136.221,0,0,0,1,12.0779,10.7599
-0.0454953,0.0159707,0.998837,-114.158,-0.0520701,0.998475,-0.0183367,4.92754,-0.997607,-0.0528438,-0.0445943,-10.4066,0,0,0,1,13.3961,9.7002
-0.0693966,-0.0553763,0.996051,-111.943,-0.0587824,0.99695,0.0513308,-3.044,-0.995856,-0.0549881,-0.0724401,4.41823,0,0,0,1,13.0661,9.83797
-0.00533316,0.0485587,-0.998806,111.852,-0.00279545,0.998816,0.0485741,-3.43261,0.999982,0.00305117,-0.0051911,25.616,0,0,0,1,9.32178,10.1583
-0.658032,-0.0338879,-0.752227,81.2454,-0.070044,0.99741,0.0163395,-0.0784997,0.749725,0.0634409,-0.658701,150.289,0,0,0,1,10.6469,10.675
-0.0319363,-0.0602923,-0.99767,109.363,-0.00941794,-0.998116,0.0606207,-3.36042,-0.999446,0.011332,0.0313083,78.6032,0,0,0,1,11.5559,10.3828
-0.243758,0.0267473,0.969467,-100.593,0.0789924,0.996846,-0.00764119,3.06773,-0.966614,0.0747179,-0.245102,65.1413,0,0,0,1,9.14238,9.07779
-0.0269078,-0.0897939,0.995597,-115.899,0.0149268,0.99581,0.0902166,-7.54959,-0.999526,0.0172886,-0.0254548,-42.2599,0,0,0,1,16.369,10.2127
-0.400815,0.0184254,0.915974,-94.6466,-0.0278313,0.999091,-0.0322759,5.94097,-0.915736,-0.0384294,-0.399938,80.6651,0,0,0,1,9.80602,9.15858
-0.191359,0.0374768,0.980804,-106.078,0.043063,0.998629,-0.0297561,5.45296,-0.980575,0.0365422,-0.19271,45.7455,0,0,0,1,10.3917,9.5829
-0.647374,0.053087,-0.760322,81.8666,0.0611757,0.997972,0.0175923,1.19349,0.759714,-0.0351244,-0.649308,151.999,0,0,0,1,11.1514,11.2329
0.376999,-0.0179443,0.92604,-85.9897,-0.0139341,-0.999809,-0.0137011,2.96037,0.926109,-0.00773817,-0.377177,126.185,0,0,0,1,11.7295,10.9103
-0.996711,0.0128581,0.0800061,-4.38424,0.0088711,0.99871,-0.0499909,7.12902,-0.0805457,-0.0491168,-0.99554,206.525,0,0,0,1,10.616,15.0826
-0.167947,0.0578225,0.984099,-112.751,0.0194013,0.998279,-0.0553446,9.11703,-0.985605,0.00979778,-0.16878,-1.26088,0,0,0,1,14.7341,10.1442
